product_title,ships_from_to,grams,quality,btc_price,cost_per_gram,cost_per_gram_pure,vendor_name,successful_transactions,rating,ships_from,ships_to,ships_to_US,ships_from_US,ships_to_NL,ships_from_NL,ships_to_FR,ships_from_FR,ships_to_GB,ships_from_GB,ships_to_CA,ships_from_CA,ships_to_DE,ships_from_DE,ships_to_AU,ships_from_AU,ships_to_EU,ships_from_EU,ships_to_ES,ships_from_ES,ships_to_N. America,ships_from_N. America,ships_to_BE,ships_from_BE,ships_to_WW,ships_from_WW,ships_to_SI,ships_from_SI,ships_to_IT,ships_from_IT,ships_to_DK,ships_from_DK,ships_to_S. America,ships_from_S. America,ships_to_CH,ships_from_CH,ships_to_BR,ships_from_BR,ships_to_CZ,ships_from_CZ,ships_to_SE,ships_from_SE,ships_to_CO,ships_from_CO,ships_to_CN,ships_from_CN,ships_to_PL,ships_from_PL,ships_to_GR,ships_from_GR,usd_price,vendor_performance
"0,5G FIRST CLASS COCAINE/KOKAIN from Colombia 92%",DE  → WW,5.0,92.0,0.0206,0.00412,0.00447826087,WhiteDr3ams,660,4.94,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,177938.9478,Medium
"0,5G PERUVIAN MOTHER PEARL COCAINE 95%",US  → US,5.0,95.0,0.03168,0.006336,0.006669473684,JETSETLIFE,370,4.96,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,273645.91584,Medium
"0,5g Cocaine 90%+ Pure Flakes Uncut Colombian",NL  → EU,5.0,90.0,0.01597,0.003194,0.003548888889,supercoop,720,4.96,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,137945.87361,Medium
"0,5g Cocaine Pure Flakes 90%+","FR  → FR, EU",5.0,90.0,0.0242,0.00484,0.005377777778,CocaColaFR,540,4.86,FR,"FR, EU",False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,209035.0746,Medium
"0,5g Colombian Cocaine 90% ♛ Premium Quality","NL  → EU, WW",5.0,90.0,0.0226,0.00452,0.005022222222,Deepstatus,32,4.58,NL,"EU, WW",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,195214.57379999998,Low
"0,5g FISHSCALE COCAINE high purity 89%FREE SHIPING","ES  → EU, N. America",5.0,89.0,0.01803,0.003606,0.004051685393,Sons-Of-Anarchy,470,4.71,ES,"EU, N. America",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,155739.76839,Medium
"0,5g Kokain 85% Fishscale Uncut",DE  → EU,5.0,85.0,0.02319,0.004638,0.005456470588,CLUBMEDIA,380,4.91,DE,EU,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200310.88347,Medium
"0,5gr  Great Quality Cocaine  70%-75%","NL  → WW, EU",5.0,70.0,0.01335,0.00267,0.003814285714,amsterdam2015,620,4.84,NL,"WW, EU",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,115314.80355000001,Medium
"0,5gr  Pure Uncut Cocaine  90%-92%","NL  → WW, EU",5.0,90.0,0.0131,0.00262,0.002911111111,amsterdam2015,620,4.84,NL,"WW, EU",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,113155.3503,Medium
"0,5gr | Cocaine 88% Pure | ***SAMPLE***","NL  → WW, EU",5.0,88.0,0.01546,0.003092,0.003513636364,Redbull7,430,4.85,NL,"WW, EU",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,133540.58898,Medium
0.2 GR 90%+ Pure Uncut Colombian Flakes!!!,NL  → EU,0.2,90.0,0.00515,0.02575,0.02861111111,cartmanproducts,350,4.99,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44484.73695,High
0.25g 85% Pure COCAINE,"GB  → GB, WW",0.25,85.0,0.0139,0.0556,0.06541176471,HouseOfDrugs,40,4.97,GB,"GB, WW",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120065.6007,Medium
0.25g Colombian sourced Cocaine; High purity > 89%,GB  → GB,0.25,89.0,0.01399,0.05596,0.06287640449,NDDexpress,500,4.58,GB,GB,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120843.00387,Medium
0.25g Pure uncut colombian crystal cocaine! 90% AA,NL  → WW,0.25,90.0,0.0103,0.0412,0.04577777778,dutch-narco,300,4.88,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88969.4739,Medium
"0.25gr SAMPLE Top quality Cocaine PERU, 91% purity",NL  → WW,0.25,91.0,0.0103,0.0412,0.04527472527,ING-BANK,110,4.94,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88969.4739,Medium
0.2GR COLOMBIAN COCAINE UNCUT 90% ★SAMPLE,"NL  → EU, WW",0.2,90.0,0.00515,0.02575,0.02861111111,JoeyDalton,60,5.0,NL,"EU, WW",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44484.73695,Medium
0.2g 85% Pure COCAINE,"GB  → GB, WW",0.2,85.0,0.01133,0.05665,0.06664705882,HouseOfDrugs,40,4.97,GB,"GB, WW",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97866.42129,Medium
"0.2g Peruvian UNCUT Cocaine ""LA PERLA"" ~87% Pure",GB  → WW,0.2,87.0,0.01056,0.0528,0.06068965517,BritishDragon,2350,4.94,GB,WW,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91215.30528,Medium
0.2g Pure Cocaine Very High Quality 90-95%,"GB  → GB, EU",0.2,95.0,0.01056,0.0528,0.05557894737,hammerhome123,1950,4.92,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91215.30528,Medium
0.2g Sample 80% pure cocaine / Domestic / Free shi,US  → US,0.2,80.0,0.01448,0.0724,0.0905,TheWolfOfDarknet,110,4.92,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,125075.53224,Medium
0.2g Sample PURE 90% Colombian Cocaine,NL  → WW,0.2,90.0,0.00515,0.02575,0.02861111111,licious,4,5.0,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44484.73695,Medium
0.2g sample tester of 78% pure Colombian Fishscale,"GB  → GB, EU",0.2,78.0,0.00814,0.0407,0.05217948718,CokeMoreCoke,60,4.98,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70311.79781999999,Medium
0.3 GRAM   90% Pure Cocaine,GB  → EU,0.3,90.0,0.0135,0.045,0.05,Highpurity420,1150,4.94,GB,EU,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,116610.4755,Medium
0.35g 85% Pure COCAINE,"GB  → GB, WW",0.35,85.0,0.01855,0.053,0.06235294118,HouseOfDrugs,40,4.97,GB,"GB, WW",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,160231.43115000002,Medium
0.3G - Peruvian Fishscale Cocaine - 87% LAB TESTED,DE  → EU,0.3,87.0,0.01546,0.05153333333,0.05923371648,WizzardOfOz,40,5.0,DE,EU,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,133540.58898,Medium
0.3g 85% Pure COCAINE,"GB  → GB, WW",0.3,85.0,0.01649,0.05496666667,0.06466666667,HouseOfDrugs,40,4.97,GB,"GB, WW",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,142437.53637000002,Medium
0.3g Pure Cocaine Very High Quality 90-95%,"GB  → GB, EU",0.3,95.0,0.01584,0.0528,0.05557894737,hammerhome123,1950,4.92,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,136822.95792,Medium
0.45g 85% Pure COCAINE,"GB  → GB, WW",0.45,85.0,0.0237,0.05266666667,0.06196078431,HouseOfDrugs,40,4.97,GB,"GB, WW",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,204716.16809999998,Medium
0.4g 85% Pure COCAINE,"GB  → GB, WW",0.4,85.0,0.0211,0.05275,0.06205882353,HouseOfDrugs,40,4.97,GB,"GB, WW",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,182257.8543,Medium
0.5 G Cocaine Uncut-81.88% !!,FR  → WW,0.5,81.88,0.0273,0.0546,0.06668295066,lyso,17,5.0,FR,WW,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,235812.2949,Medium
0.5 GR 88% (tested) uncut clean Flake COCAINE!!,DE  → WW,0.5,88.0,0.0319,0.0638,0.0725,2good4DN,540,4.8,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,275546.2347,Medium
0.5 GR 90%+ Pure Uncut Colombian Flakes!!!,NL  → EU,0.5,90.0,0.01623,0.03246,0.03606666667,cartmanproducts,350,4.99,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,140191.70499,High
0.5 GR PREMIUM QUALITY COCAINE - PERU 90%,"DE  → DE, WW",0.5,90.0,0.01546,0.03092,0.03435555556,MissNarco,28,4.39,DE,"DE, WW",False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,133540.58898,Low
"0.5 GR SAMPLE Top quality Cocaine PERU, 91% purity",NL  → WW,0.5,91.0,0.0201,0.0402,0.04417582418,ING-BANK,110,4.94,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,173620.0413,Medium
